time;x;y;z
1652870420318;-0.043095629662275314;-0.038307227194309235;9.835380554199219
1652870420336;-0.043095629662275314;-0.05746084079146385;9.840168952941895
1652870420356;-0.038307227194309235;-0.033518824726343155;9.835380554199219
1652870420376;-0.038307227194309235;-0.043095629662275314;9.835380554199219
1652870420395;-0.014365210197865963;-0.05267243832349777;9.864110946655273
1652870420416;-0.014365210197865963;-0.07182604819536209;9.840168952941895
1652870420437;-0.043095629662275314;-0.033518824726343155;9.849745750427246
1652870420456;-0.038307227194309235;-0.06703764945268631;9.854534149169922
1652870420477;-0.014365210197865963;-0.043095629662275314;9.84495735168457
1652870420495;-0.023942016065120697;-0.047884032130241394;9.849745750427246
1652870420515;-0.033518824726343155;-0.05267243832349777;9.854534149169922
1652870420535;-0.023942016065120697;-0.038307227194309235;9.854534149169922
1652870420555;-0.004788403399288654;-0.05267243832349777;9.849745750427246
1652870420575;-0.047884032130241394;-0.06703764945268631;9.859322547912598
1652870420595;-0.019153613597154617;-0.05746084079146385;9.84495735168457
1652870420615;-0.023942016065120697;-0.06703764945268631;9.825803756713867
1652870420635;-0.047884032130241394;-0.05267243832349777;9.854534149169922
1652870420655;-0.038307227194309235;-0.043095629662275314;9.816226959228516
1652870420675;-0.05267243832349777;-0.05267243832349777;9.854534149169922
1652870420695;-0.038307227194309235;-0.06224924325942993;9.830592155456543
1652870420715;-0.033518824726343155;-0.043095629662275314;9.84495735168457
1652870420735;-0.038307227194309235;-0.047884032130241394;9.821015357971191
1652870420755;-0.05267243832349777;-0.05267243832349777;9.84495735168457
1652870420775;-0.028730420395731926;-0.043095629662275314;9.84495735168457
1652870420795;-0.014365210197865963;-0.047884032130241394;9.854534149169922
1652870420815;-0.047884032130241394;-0.038307227194309235;9.840168952941895
1652870420835;-0.028730420395731926;-0.047884032130241394;9.8784761428833
1652870420855;-0.019153613597154617;-0.05267243832349777;9.859322547912598
1652870420875;-0.043095629662275314;-0.06224924325942993;9.84495735168457
1652870420895;-0.043095629662275314;-0.06703764945268631;9.849745750427246
1652870420915;-0.033518824726343155;-0.06224924325942993;9.859322547912598
1652870420935;-0.038307227194309235;-0.07661445438861847;9.859322547912598
1652870420955;-0.028730420395731926;-0.047884032130241394;9.854534149169922
1652870420975;-0.033518824726343155;-0.05746084079146385;9.840168952941895
1652870420995;-0.043095629662275314;-0.038307227194309235;9.835380554199219
1652870421015;-0.019153613597154617;-0.047884032130241394;9.849745750427246
1652870421035;-0.038307227194309235;-0.047884032130241394;9.816226959228516
1652870421055;-0.023942016065120697;-0.06224924325942993;9.86889934539795
1652870421075;-0.014365210197865963;-0.05267243832349777;9.84495735168457
1652870421095;-0.047884032130241394;-0.038307227194309235;9.84495735168457
1652870421115;-0.014365210197865963;-0.05746084079146385;9.859322547912598
1652870421135;-0.038307227194309235;-0.033518824726343155;9.859322547912598
1652870421155;-0.047884032130241394;-0.05746084079146385;9.830592155456543
1652870421175;-0.023942016065120697;-0.06224924325942993;9.840168952941895
1652870421195;-0.023942016065120697;-0.05267243832349777;9.859322547912598
1652870421215;-0.038307227194309235;-0.043095629662275314;9.873687744140625
1652870421235;-0.028730420395731926;-0.05746084079146385;9.873687744140625
1652870421255;-0.009576806798577309;-0.047884032130241394;9.854534149169922
1652870421275;-0.009576806798577309;-0.06224924325942993;9.840168952941895
1652870421295;-0.033518824726343155;-0.06224924325942993;9.840168952941895
1652870421315;-0.038307227194309235;-0.043095629662275314;9.840168952941895
1652870421335;-0.05267243832349777;-0.033518824726343155;9.849745750427246
1652870421355;-0.033518824726343155;-0.05267243832349777;9.830592155456543
1652870421375;-0.043095629662275314;-0.05267243832349777;9.830592155456543
1652870421395;-0.047884032130241394;-0.05746084079146385;9.840168952941895
1652870421415;-0.043095629662275314;-0.047884032130241394;9.825803756713867
1652870421435;-0.023942016065120697;-0.06224924325942993;9.84495735168457
1652870421455;-0.038307227194309235;-0.05267243832349777;9.849745750427246
1652870421475;-0.038307227194309235;-0.06703764945268631;9.859322547912598
1652870421496;-0.05267243832349777;-0.05746084079146385;9.821015357971191
1652870421515;-0.043095629662275314;-0.06224924325942993;9.864110946655273
1652870421535;-0.028730420395731926;-0.038307227194309235;9.849745750427246
1652870421555;-0.023942016065120697;-0.038307227194309235;9.84495735168457
1652870421575;-0.038307227194309235;-0.07661445438861847;9.835380554199219
1652870421595;-0.023942016065120697;-0.019153613597154617;9.854534149169922
1652870421615;-0.05746084079146385;-0.05267243832349777;9.840168952941895
1652870421635;-0.023942016065120697;-0.05746084079146385;9.859322547912598
1652870421655;-0.05267243832349777;-0.05267243832349777;9.854534149169922
1652870421675;-0.05267243832349777;-0.028730420395731926;9.835380554199219
1652870421695;-0.014365210197865963;-0.043095629662275314;9.859322547912598
1652870421715;-0.023942016065120697;-0.05267243832349777;9.797073364257812
1652870421735;-0.05746084079146385;-0.05746084079146385;9.864110946655273
1652870421755;-0.05267243832349777;-0.07182604819536209;9.849745750427246
1652870421775;-0.014365210197865963;-0.07182604819536209;9.81143856048584
1652870421795;-0.043095629662275314;-0.047884032130241394;9.859322547912598
1652870421815;-0.05267243832349777;-0.023942016065120697;9.86889934539795
1652870421835;-0.043095629662275314;-0.05267243832349777;9.859322547912598
1652870421855;-0.023942016065120697;-0.08619125932455063;9.8784761428833
1652870421875;-0.014365210197865963;-0.06224924325942993;9.821015357971191
1652870421895;-0.033518824726343155;-0.009576806798577309;9.840168952941895
1652870421915;-0.06703764945268631;-0.033518824726343155;9.854534149169922
1652870421935;-0.05746084079146385;-0.06703764945268631;9.854534149169922
1652870421955;-0.019153613597154617;-0.090979665517807;9.840168952941895
1652870421975;-0.028730420395731926;-0.06703764945268631;9.849745750427246
1652870421995;-0.07182604819536209;-0.038307227194309235;9.840168952941895
1652870422015;-0.009576806798577309;-0.06224924325942993;9.835380554199219
1652870422035;-0.028730420395731926;-0.06224924325942993;9.849745750427246
1652870422055;-0.028730420395731926;-0.09576806426048279;9.859322547912598
1652870422075;-0.038307227194309235;-0.08619125932455063;9.830592155456543
1652870422095;-0.028730420395731926;-0.038307227194309235;9.864110946655273
1652870422115;-0.009576806798577309;-0.038307227194309235;9.835380554199219
1652870422135;-0.033518824726343155;-0.009576806798577309;9.854534149169922
1652870422155;-0.05746084079146385;-0.09576806426048279;9.816226959228516
1652870422175;-0.038307227194309235;-0.08140286058187485;9.840168952941895
1652870422195;-0.043095629662275314;-0.05746084079146385;9.830592155456543
1652870422215;-0.05267243832349777;-0.023942016065120697;9.8784761428833
1652870422235;-0.047884032130241394;-0.038307227194309235;9.816226959228516
1652870422255;-0.038307227194309235;-0.07661445438861847;9.825803756713867
1652870422275;-0.043095629662275314;-0.05746084079146385;9.830592155456543
1652870422295;-0.023942016065120697;-0.043095629662275314;9.864110946655273
1652870422315;-0.023942016065120697;-0.019153613597154617;9.835380554199219
1652870422335;-0.028730420395731926;-0.047884032130241394;9.840168952941895
1652870422355;-0.009576806798577309;-0.06224924325942993;9.821015357971191
1652870422375;-0.019153613597154617;-0.06703764945268631;9.840168952941895
1652870422395;-0.014365210197865963;-0.05746084079146385;9.830592155456543
1652870422415;-0.06224924325942993;-0.05746084079146385;9.81143856048584
1652870422435;-0.038307227194309235;-0.07182604819536209;9.8784761428833
1652870422455;-0.028730420395731926;-0.08619125932455063;9.84495735168457
1652870422475;-0.05267243832349777;-0.08619125932455063;9.825803756713867
1652870422495;-0.047884032130241394;-0.023942016065120697;9.859322547912598
1652870422515;-0.038307227194309235;-0.06224924325942993;9.84495735168457
1652870422535;-0.028730420395731926;-0.043095629662275314;9.849745750427246
1652870422555;-0.028730420395731926;-0.06703764945268631;9.854534149169922
1652870422575;-0.043095629662275314;-0.07661445438861847;9.801861763000488
1652870422595;-0.019153613597154617;-0.05267243832349777;9.825803756713867
1652870422615;-0.023942016065120697;-0.043095629662275314;9.840168952941895
1652870422635;-0.038307227194309235;-0.05267243832349777;9.840168952941895
1652870422655;-0.023942016065120697;-0.08619125932455063;9.859322547912598
1652870422675;-0.043095629662275314;-0.038307227194309235;9.84495735168457
1652870422695;-0.033518824726343155;-0.05267243832349777;9.864110946655273
1652870422716;-0.043095629662275314;-0.043095629662275314;9.84495735168457
1652870422735;-0.05267243832349777;-0.047884032130241394;9.825803756713867
1652870422755;-0.043095629662275314;-0.07182604819536209;9.849745750427246
1652870422775;-0.033518824726343155;-0.05746084079146385;9.854534149169922
1652870422796;-0.043095629662275314;-0.05746084079146385;9.854534149169922
1652870422815;-0.043095629662275314;-0.043095629662275314;9.86889934539795
1652870422835;-0.023942016065120697;-0.043095629662275314;9.835380554199219
1652870422855;-0.028730420395731926;-0.08619125932455063;9.84495735168457
1652870422875;-0.038307227194309235;-0.06703764945268631;9.854534149169922
1652870422895;-0.05267243832349777;-0.043095629662275314;9.840168952941895
1652870422915;-0.047884032130241394;-0.033518824726343155;9.835380554199219
1652870422935;-0.043095629662275314;-0.06703764945268631;9.892841339111328
1652870422955;-0.038307227194309235;-0.06224924325942993;9.821015357971191
1652870422975;-0.028730420395731926;-0.06224924325942993;9.830592155456543
1652870422996;-0.038307227194309235;-0.047884032130241394;9.854534149169922
1652870423015;-0.038307227194309235;-0.05746084079146385;9.873687744140625
1652870423035;-0.038307227194309235;-0.028730420395731926;9.873687744140625
1652870423055;-0.033518824726343155;-0.06224924325942993;9.835380554199219
1652870423075;-0.05746084079146385;-0.05267243832349777;9.835380554199219
1652870423095;-0.047884032130241394;-0.047884032130241394;9.830592155456543
1652870423116;-0.06224924325942993;-0.08140286058187485;9.830592155456543
1652870423135;-0.043095629662275314;-0.06224924325942993;9.830592155456543
1652870423155;-0.023942016065120697;-0.08140286058187485;9.825803756713867
1652870423175;-0.038307227194309235;-0.047884032130241394;9.849745750427246
1652870423195;-0.047884032130241394;-0.05267243832349777;9.86889934539795
1652870423215;-0.033518824726343155;-0.043095629662275314;9.859322547912598
1652870423235;-0.019153613597154617;-0.043095629662275314;9.84495735168457
1652870423255;-0.038307227194309235;-0.07182604819536209;9.864110946655273
1652870423275;-0.019153613597154617;-0.08619125932455063;9.849745750427246
1652870423295;-0.047884032130241394;-0.028730420395731926;9.830592155456543
1652870423315;-0.038307227194309235;-0.09576806426048279;9.864110946655273
1652870423335;-0.047884032130241394;-0.07661445438861847;9.84495735168457
1652870423355;-0.047884032130241394;-0.06703764945268631;9.864110946655273
1652870423375;-0.038307227194309235;-0.08140286058187485;9.84495735168457
1652870423395;-0.019153613597154617;-0.06224924325942993;9.86889934539795
1652870423415;-0.047884032130241394;-0.05267243832349777;9.840168952941895
1652870423435;-0.05267243832349777;-0.05267243832349777;9.840168952941895
1652870423455;-0.038307227194309235;-0.05746084079146385;9.873687744140625
1652870423475;-0.043095629662275314;-0.043095629662275314;9.840168952941895
1652870423498;-0.023942016065120697;-0.08619125932455063;9.873687744140625
1652870423515;-0.05746084079146385;-0.05746084079146385;9.859322547912598
1652870423535;-0.05746084079146385;-0.05267243832349777;9.873687744140625
1652870423555;-0.038307227194309235;-0.06224924325942993;9.849745750427246
1652870423575;-0.047884032130241394;-0.05746084079146385;9.873687744140625
1652870423595;-0.05267243832349777;-0.043095629662275314;9.825803756713867
1652870423615;-0.028730420395731926;-0.06703764945268631;9.825803756713867
1652870423635;-0.043095629662275314;-0.033518824726343155;9.840168952941895
1652870423655;-0.038307227194309235;-0.047884032130241394;9.859322547912598
1652870423675;-0.023942016065120697;-0.05267243832349777;9.864110946655273
1652870423695;-0.043095629662275314;-0.07182604819536209;9.86889934539795
1652870423715;-0.06703764945268631;-0.06703764945268631;9.84495735168457
1652870423735;-0.047884032130241394;-0.043095629662275314;9.849745750427246
1652870423755;-0.028730420395731926;-0.05267243832349777;9.849745750427246
1652870423775;-0.05267243832349777;-0.05746084079146385;9.840168952941895
1652870423795;-0.047884032130241394;-0.033518824726343155;9.840168952941895
1652870423815;-0.033518824726343155;-0.05267243832349777;9.864110946655273
1652870423835;-0.019153613597154617;-0.06703764945268631;9.84495735168457
1652870423855;-0.028730420395731926;-0.038307227194309235;9.864110946655273
1652870423875;-0.014365210197865963;-0.047884032130241394;9.830592155456543
1652870423895;-0.043095629662275314;-0.08140286058187485;9.859322547912598
1652870423915;-0.047884032130241394;-0.038307227194309235;9.84495735168457
1652870423935;-0.028730420395731926;-0.047884032130241394;9.825803756713867
1652870423955;-0.028730420395731926;-0.06224924325942993;9.849745750427246
1652870423975;-0.023942016065120697;-0.05746084079146385;9.821015357971191
1652870423995;-0.019153613597154617;-0.047884032130241394;9.859322547912598
1652870424015;-0.043095629662275314;-0.023942016065120697;9.84495735168457
1652870424035;-0.028730420395731926;-0.043095629662275314;9.84495735168457
1652870424055;-0.047884032130241394;-0.043095629662275314;9.84495735168457
1652870424075;-0.033518824726343155;-0.023942016065120697;9.84495735168457
1652870424095;-0.05267243832349777;-0.05746084079146385;9.830592155456543
1652870424115;-0.047884032130241394;-0.043095629662275314;9.84495735168457
1652870424135;-0.028730420395731926;-0.07661445438861847;9.825803756713867
1652870424156;-0.028730420395731926;-0.05746084079146385;9.835380554199219
1652870424175;-0.009576806798577309;-0.047884032130241394;9.854534149169922
1652870424195;-0.038307227194309235;-0.07182604819536209;9.840168952941895
1652870424215;-0.028730420395731926;-0.033518824726343155;9.859322547912598
1652870424235;-0.047884032130241394;-0.06224924325942993;9.859322547912598
1652870424255;-0.06224924325942993;-0.06224924325942993;9.840168952941895
1652870424275;-0.047884032130241394;-0.05746084079146385;9.81143856048584
1652870424295;-0.033518824726343155;-0.06224924325942993;9.849745750427246
1652870424315;-0.033518824726343155;-0.047884032130241394;9.8784761428833
1652870424335;-0.05267243832349777;-0.05267243832349777;9.825803756713867
1652870424355;-0.023942016065120697;-0.043095629662275314;9.84495735168457
1652870424375;-0.023942016065120697;-0.06224924325942993;9.81143856048584
1652870424395;-0.019153613597154617;-0.05267243832349777;9.854534149169922
1652870424415;-0.047884032130241394;-0.06224924325942993;9.825803756713867
1652870424435;-0.023942016065120697;-0.05267243832349777;9.84495735168457
1652870424455;-0.019153613597154617;-0.07182604819536209;9.859322547912598
1652870424475;-0.023942016065120697;-0.047884032130241394;9.840168952941895
1652870424495;-0.033518824726343155;-0.05267243832349777;9.854534149169922
1652870424515;-0.023942016065120697;-0.05746084079146385;9.84495735168457
1652870424536;-0.038307227194309235;-0.05746084079146385;9.825803756713867
1652870424555;-0.043095629662275314;-0.047884032130241394;9.840168952941895
1652870424575;-0.038307227194309235;-0.043095629662275314;9.864110946655273
1652870424595;-0.028730420395731926;-0.05267243832349777;9.84495735168457
1652870424615;-0.05267243832349777;-0.05267243832349777;9.864110946655273
1652870424635;-0.047884032130241394;-0.05746084079146385;9.849745750427246
1652870424655;-0.033518824726343155;-0.05746084079146385;9.84495735168457
1652870424675;-0.05267243832349777;-0.07182604819536209;9.864110946655273
1652870424695;-0.047884032130241394;-0.047884032130241394;9.825803756713867
1652870424715;-0.023942016065120697;-0.07661445438861847;9.835380554199219
1652870424735;-0.043095629662275314;-0.038307227194309235;9.840168952941895
1652870424755;-0.038307227194309235;-0.06703764945268631;9.835380554199219
1652870424775;-0.028730420395731926;-0.06703764945268631;9.806650161743164
1652870424795;-0.019153613597154617;-0.06224924325942993;9.84495735168457
1652870424815;-0.028730420395731926;-0.06703764945268631;9.821015357971191
1652870424835;-0.06224924325942993;-0.05746084079146385;9.86889934539795
1652870424855;-0.033518824726343155;-0.08140286058187485;9.835380554199219
1652870424875;-0.014365210197865963;-0.06224924325942993;9.859322547912598
1652870424896;-0.06703764945268631;-0.07661445438861847;9.854534149169922
1652870424916;-0.033518824726343155;-0.047884032130241394;9.849745750427246
1652870424935;-0.019153613597154617;-0.05267243832349777;9.849745750427246
1652870424955;-0.043095629662275314;-0.07182604819536209;9.849745750427246
1652870424975;-0.043095629662275314;-0.05267243832349777;9.821015357971191
1652870424995;-0.033518824726343155;-0.047884032130241394;9.849745750427246
1652870425016;-0.043095629662275314;-0.047884032130241394;9.859322547912598
1652870425035;-0.05746084079146385;-0.038307227194309235;9.849745750427246
1652870425055;-0.038307227194309235;-0.07182604819536209;9.849745750427246
1652870425075;-0.047884032130241394;-0.05267243832349777;9.854534149169922
1652870425095;-0.019153613597154617;-0.090979665517807;9.816226959228516
1652870425116;-0.06703764945268631;-0.06224924325942993;9.830592155456543
1652870425136;-0.038307227194309235;-0.06703764945268631;9.825803756713867
1652870425155;-0.038307227194309235;-0.033518824726343155;9.859322547912598
1652870425175;-0.038307227194309235;-0.033518824726343155;9.84495735168457
1652870425195;-0.028730420395731926;-0.07182604819536209;9.825803756713867
1652870425216;-0.038307227194309235;-0.043095629662275314;9.859322547912598
1652870425235;-0.004788403399288654;-0.05746084079146385;9.821015357971191
1652870425255;-0.028730420395731926;-0.033518824726343155;9.849745750427246
1652870425275;-0.043095629662275314;-0.07182604819536209;9.859322547912598
1652870425295;-0.043095629662275314;-0.07661445438861847;9.825803756713867
1652870425315;-0.038307227194309235;-0.047884032130241394;9.84495735168457
1652870425336;-0.033518824726343155;-0.05746084079146385;9.859322547912598
1652870425355;-0.05267243832349777;-0.047884032130241394;9.825803756713867
1652870425375;-0.047884032130241394;-0.07182604819536209;9.859322547912598
1652870425395;-0.043095629662275314;-0.043095629662275314;9.835380554199219
1652870425415;-0.043095629662275314;-0.047884032130241394;9.859322547912598
1652870425435;-0.023942016065120697;-0.06224924325942993;9.84495735168457
1652870425455;-0.038307227194309235;-0.043095629662275314;9.825803756713867
1652870425475;-0.06703764945268631;-0.06224924325942993;9.854534149169922
1652870425495;-0.047884032130241394;-0.033518824726343155;9.835380554199219
1652870425515;-0.028730420395731926;-0.05746084079146385;9.830592155456543
1652870425535;-0.033518824726343155;-0.028730420395731926;9.840168952941895
1652870425555;-0.043095629662275314;-0.06703764945268631;9.830592155456543
1652870425575;-0.043095629662275314;-0.05267243832349777;9.825803756713867
1652870425595;-0.043095629662275314;-0.05746084079146385;9.859322547912598
1652870425615;-0.028730420395731926;-0.06224924325942993;9.84495735168457
1652870425635;-0.033518824726343155;-0.047884032130241394;9.835380554199219
1652870425655;-0.023942016065120697;-0.06224924325942993;9.830592155456543
1652870425675;-0.043095629662275314;-0.047884032130241394;9.816226959228516
1652870425695;-0.05267243832349777;-0.043095629662275314;9.830592155456543
1652870425715;-0.033518824726343155;-0.05746084079146385;9.825803756713867
1652870425735;-0.043095629662275314;-0.047884032130241394;9.849745750427246
1652870425755;-0.033518824726343155;-0.033518824726343155;9.84495735168457
1652870425775;-0.05267243832349777;-0.06224924325942993;9.816226959228516
1652870425799;-0.028730420395731926;-0.047884032130241394;9.86889934539795
1652870425817;-0.047884032130241394;-0.05267243832349777;9.835380554199219
1652870425837;-0.023942016065120697;-0.05267243832349777;9.849745750427246
1652870425855;-0.023942016065120697;-0.07182604819536209;9.840168952941895
1652870425875;-0.028730420395731926;-0.038307227194309235;9.854534149169922
1652870425895;-0.043095629662275314;-0.05267243832349777;9.84495735168457
1652870425915;-0.043095629662275314;-0.07661445438861847;9.825803756713867
1652870425936;-0.014365210197865963;-0.08140286058187485;9.86889934539795
1652870425955;-0.043095629662275314;-0.047884032130241394;9.840168952941895
1652870425975;-0.05267243832349777;-0.023942016065120697;9.849745750427246
1652870425995;-0.023942016065120697;-0.043095629662275314;9.849745750427246
1652870426015;-0.028730420395731926;-0.047884032130241394;9.830592155456543
1652870426036;-0.05267243832349777;-0.05267243832349777;9.873687744140625
1652870426058;-0.014365210197865963;-0.06703764945268631;9.86889934539795
1652870426075;-0.019153613597154617;-0.047884032130241394;9.84495735168457
1652870426096;-0.047884032130241394;-0.06703764945268631;9.854534149169922
1652870426115;-0.05267243832349777;-0.07661445438861847;9.859322547912598
1652870426136;-0.033518824726343155;-0.047884032130241394;9.835380554199219
1652870426157;-0.05267243832349777;-0.047884032130241394;9.873687744140625
1652870426175;-0.019153613597154617;-0.043095629662275314;9.840168952941895
1652870426195;-0.023942016065120697;-0.05746084079146385;9.864110946655273
1652870426216;-0.038307227194309235;-0.07182604819536209;9.821015357971191
1652870426235;-0.033518824726343155;-0.043095629662275314;9.84495735168457
1652870426255;-0.05746084079146385;-0.07661445438861847;9.854534149169922
1652870426275;-0.038307227194309235;-0.05267243832349777;9.830592155456543
1652870426295;-0.033518824726343155;-0.047884032130241394;9.840168952941895
1652870426316;-0.043095629662275314;-0.05746084079146385;9.849745750427246
1652870426337;-0.05267243832349777;-0.038307227194309235;9.830592155456543
1652870426355;-0.023942016065120697;-0.07182604819536209;9.835380554199219
1652870426376;-0.06703764945268631;-0.06224924325942993;9.835380554199219
1652870426396;-0.038307227194309235;-0.05267243832349777;9.883264541625977
1652870426416;-0.028730420395731926;-0.038307227194309235;9.840168952941895
1652870426435;-0.06224924325942993;-0.06224924325942993;9.854534149169922
1652870426455;-0.019153613597154617;-0.06703764945268631;9.864110946655273
1652870426475;-0.038307227194309235;-0.06703764945268631;9.859322547912598
1652870426495;-0.019153613597154617;-0.05746084079146385;9.849745750427246
1652870426515;-0.019153613597154617;-0.038307227194309235;9.825803756713867
1652870426537;-0.038307227194309235;-0.05746084079146385;9.835380554199219
1652870426556;-0.028730420395731926;-0.047884032130241394;9.849745750427246
1652870426576;-0.038307227194309235;-0.047884032130241394;9.873687744140625
1652870426595;-0.06224924325942993;-0.06224924325942993;9.835380554199219
1652870426617;-0.05746084079146385;-0.07182604819536209;9.84495735168457
1652870426637;-0.043095629662275314;-0.07182604819536209;9.830592155456543
1652870426656;-0.043095629662275314;-0.047884032130241394;9.821015357971191
1652870426675;-0.05267243832349777;-0.05746084079146385;9.864110946655273
1652870426695;-0.038307227194309235;-0.05746084079146385;9.864110946655273
1652870426715;-0.023942016065120697;-0.047884032130241394;9.84495735168457
1652870426738;-0.028730420395731926;-0.023942016065120697;9.854534149169922
1652870426755;-0.043095629662275314;-0.06224924325942993;9.849745750427246
1652870426775;-0.033518824726343155;-0.038307227194309235;9.864110946655273
1652870426795;-0.028730420395731926;-0.038307227194309235;9.835380554199219
1652870426817;-0.028730420395731926;-0.07661445438861847;9.859322547912598
1652870426836;-0.05267243832349777;-0.043095629662275314;9.859322547912598
1652870426855;-0.06224924325942993;-0.06224924325942993;9.816226959228516
1652870426875;-0.028730420395731926;-0.047884032130241394;9.840168952941895
1652870426895;-0.05746084079146385;-0.028730420395731926;9.84495735168457
1652870426915;-0.033518824726343155;-0.043095629662275314;9.849745750427246
1652870426938;-0.023942016065120697;-0.07661445438861847;9.821015357971191
1652870426956;-0.06703764945268631;-0.038307227194309235;9.835380554199219
1652870426975;-0.043095629662275314;-0.033518824726343155;9.849745750427246
1652870426995;-0.033518824726343155;-0.07182604819536209;9.835380554199219
1652870427016;-0.019153613597154617;-0.05267243832349777;9.835380554199219
1652870427036;-0.08140286058187485;-0.06703764945268631;9.821015357971191
1652870427056;-0.019153613597154617;-0.08619125932455063;9.854534149169922
1652870427075;-0.05746084079146385;-0.05267243832349777;9.840168952941895
1652870427095;-0.019153613597154617;-0.043095629662275314;9.830592155456543
1652870427115;-0.028730420395731926;-0.07182604819536209;9.849745750427246
1652870427136;-0.05267243832349777;-0.043095629662275314;9.830592155456543
1652870427155;-0.028730420395731926;-0.047884032130241394;9.849745750427246
1652870427175;-0.033518824726343155;-0.047884032130241394;9.888052940368652
1652870427198;-0.038307227194309235;-0.043095629662275314;9.840168952941895
1652870427216;-0.023942016065120697;-0.06224924325942993;9.854534149169922
1652870427239;-0.06224924325942993;-0.05267243832349777;9.86889934539795
1652870427257;-0.033518824726343155;-0.06703764945268631;9.854534149169922
1652870427276;-0.038307227194309235;-0.047884032130241394;9.849745750427246
1652870427295;-0.033518824726343155;-0.06703764945268631;9.859322547912598
1652870427316;-0.047884032130241394;-0.06703764945268631;9.835380554199219
1652870427336;-0.009576806798577309;-0.047884032130241394;9.849745750427246
1652870427355;-0.047884032130241394;-0.038307227194309235;9.840168952941895
1652870427375;-0.038307227194309235;-0.05267243832349777;9.830592155456543
1652870427397;-0.033518824726343155;-0.06224924325942993;9.840168952941895
1652870427415;-0.05267243832349777;-0.047884032130241394;9.873687744140625
1652870427435;-0.05746084079146385;-0.043095629662275314;9.835380554199219
